@PG,,,ID:bwa,PN:bwa,,VN:0.7.17-r1188,CL:bwa,mem,#NAME?,10,/cluster/project/gdc/shared/p298/Rishi/PostPhaseScaffoldingGenomes/WF_Canu.chr.fasta,/cluster/project/gdc/shared/p298/Rishi/LinkageMap/SpeciesAveragedMap.fasta,,,,,,
consensus_4864,SA12,15.02,16,PGA,scaffold8,25037062,60,x,x,x,x,x,x,x,x,x,x,x
consensus_60230,SA12,15.02,16,PGA,scaffold8,21542045,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38468,SA12,15.02,16,PGA,scaffold8,44305661,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30104,SA12,15.02,16,PGA,scaffold8,55359618,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46082,SA12,15.02,16,PGA,scaffold12,525860,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31486,SA12,15.02,0,PGA,scaffold8,54863578,48,x,x,x,x,x,x,x,x,x,x,x
consensus_22751,SA12,15.02,16,PGA,scaffold8,36566803,60,x,x,x,x,x,x,x,x,x,x,x
consensus_5303,SA12,15.02,0,PGA,scaffold8,56787525,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8183,SA12,15.02,0,PGA,scaffold8,8825342,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10672,SA12,15.34,16,PGA,scaffold8,53695844,60,x,x,x,x,x,x,x,x,x,x,x
consensus_22342,SA12,15.34,16,PGA,scaffold8,15675770,60,x,x,x,x,x,x,x,x,x,x,x
consensus_319,SA12,16.32,0,PGA,scaffold8,58070936,51,x,x,x,x,x,x,x,x,x,x,x
consensus_49882,SA12,16.97,16,PGA,scaffold8,29079922,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31776,SA12,16.97,16,PGA,scaffold8,33664913,60,x,x,x,x,x,x,x,x,x,x,x
consensus_72224,SA12,16.97,16,PGA,scaffold8,29632886,60,x,x,x,x,x,x,x,x,x,x,x
consensus_22376,SA12,16.97,16,PGA,scaffold8,29079836,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31373,SA12,17.96,16,PGA,scaffold8,32703340,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26176,SA12,18.28,16,PGA,scaffold8,32767194,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31326,SA12,18.28,16,PGA,scaffold8,30961025,60,x,x,x,x,x,x,x,x,x,x,x
consensus_16267,SA12,18.28,0,PGA,scaffold8,31110621,60,x,x,x,x,x,x,x,x,x,x,x
consensus_54723,SA12,18.61,0,PGA,scaffold8,35903962,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29039,SA12,18.61,0,PGA,scaffold8,33829844,60,x,x,x,x,x,x,x,x,x,x,x
consensus_23434,SA12,18.61,16,PGA,scaffold8,46576271,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44986,SA12,18.61,0,PGA,scaffold8,35133001,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56473,SA12,18.94,0,PGA,scaffold8,37828147,60,x,x,x,x,x,x,x,x,x,x,x
consensus_53241,SA12,19.26,16,PGA,scaffold8,49846742,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38142,SA12,19.26,16,PGA,scaffold8,49846656,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42094,SA12,19.91,16,PGA,scaffold8,41457199,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27019,SA12,20.24,16,PGA,scaffold8,41755556,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56407,SA12,20.24,16,PGA,scaffold8,51710443,60,x,x,x,x,x,x,x,x,x,x,x
consensus_23692,SA12,20.24,0,PGA,scaffold8,41312198,59,x,x,x,x,x,x,x,x,x,x,x
consensus_60102,SA12,20.24,16,PGA,scaffold8,41457285,60,x,x,x,x,x,x,x,x,x,x,x
consensus_13577,SA12,20.24,16,PGA,scaffold8,38558823,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15533,SA12,21.22,0,PGA,scaffold8,55001674,48,x,x,x,x,x,x,x,x,x,x,x
consensus_30695,SA12,22.54,16,PGA,scaffold8,44607246,60,x,x,x,x,x,x,x,x,x,x,x
consensus_5761,SA12,22.86,16,PGA,scaffold8,44592603,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34102,SA12,23.52,16,PGA,scaffold8,24941373,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34385,SA12,24.17,16,PGA,scaffold8,46516810,60,x,x,x,x,x,x,x,x,x,x,x
consensus_57552,SA12,24.82,16,PGA,scaffold8,46621260,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29902,SA12,25.81,0,PGA,scaffold8,48022127,60,x,x,x,x,x,x,x,x,x,x,x
consensus_49167,SA12,25.81,0,PGA,scaffold8,57254593,60,x,x,x,x,x,x,x,x,x,x,x
consensus_22569,SA12,25.81,16,PGA,scaffold8,47951443,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8214,SA12,26.13,16,PGA,scaffold8,47553858,60,x,x,x,x,x,x,x,x,x,x,x
consensus_61872,SA12,26.79,16,PGA,scaffold8,48843800,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1971,SA12,27.11,16,PGA,scaffold8,48843714,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27139,SA12,27.11,16,PGA,scaffold8,48866481,60,x,x,x,x,x,x,x,x,x,x,x
consensus_76190,SA12,27.44,16,PGA,scaffold8,49195969,60,x,x,x,x,x,x,x,x,x,x,x
consensus_21077,SA12,27.76,16,PGA,scaffold8,49116925,60,x,x,x,x,x,x,x,x,x,x,x
consensus_18083,SA12,29.08,0,PGA,scaffold8,50225317,60,x,x,x,x,x,x,x,x,x,x,x
consensus_59301,SA12,31.07,16,PGA,scaffold8,51726016,60,x,x,x,x,x,x,x,x,x,x,x
consensus_52568,SA12,31.07,16,PGA,scaffold8,51329462,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40296,SA12,31.39,0,PGA,scaffold8,51717831,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32746,SA12,33.36,16,PGA,scaffold8,53096711,60,x,x,x,x,x,x,x,x,x,x,x
consensus_60389,SA12,33.36,16,PGA,scaffold8,53096797,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31596,SA12,35.66,16,PGA,scaffold8,53628756,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31974,SA12,35.66,16,PGA,scaffold8,53594650,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2477,SA12,35.66,16,PGA,scaffold8,53788976,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32237,SA12,37.99,16,PGA,scaffold8,59255637,54,x,x,x,x,x,x,x,x,x,x,x
consensus_6675,SA12,38.31,0,PGA,scaffold8,57521419,33,x,x,x,x,x,x,x,x,x,x,x
consensus_46060,SA12,38.31,0,PGA,scaffold8,57521505,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1827,SA12,38.31,0,PGA,scaffold8,58557064,60,x,x,x,x,x,x,x,x,x,x,x
consensus_57017,SA12,38.64,0,PGA,scaffold8,57920244,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44316,SA12,38.64,0,PGA,scaffold8,58563208,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41775,SA12,38.64,0,PGA,scaffold8,57327234,60,x,x,x,x,x,x,x,x,x,x,x
consensus_58882,SA12,38.64,0,PGA,scaffold8,58060699,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43921,SA12,38.64,0,PGA,scaffold8,57537124,60,x,x,x,x,x,x,x,x,x,x,x
consensus_71066,SA12,38.96,0,PGA,scaffold8,57920158,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31012,SA12,39.29,0,PGA,scaffold8,58406266,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36564,SA12,39.29,0,PGA,scaffold8,57327148,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47701,SA12,39.62,16,PGA,scaffold8,59586280,60,x,x,x,x,x,x,x,x,x,x,x
consensus_233,SA12,39.62,0,PGA,scaffold8,57187881,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29779,SA12,39.94,0,PGA,scaffold8,57097654,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3531,SA12,40.27,16,PGA,scaffold8,57035269,56,x,x,x,x,x,x,x,x,x,x,x
consensus_58570,SA12,41.25,16,PGA,scaffold8,63012838,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42677,SA12,41.25,0,PGA,scaffold8,61204759,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39121,SA12,41.25,0,PGA,scaffold8,60806021,60,x,x,x,x,x,x,x,x,x,x,x
consensus_69890,SA12,41.57,0,PGA,scaffold8,60635861,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38545,SA12,41.57,0,PGA,scaffold8,60233194,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8809,SA12,41.57,16,PGA,scaffold8,60385214,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29410,SA12,41.57,0,PGA,scaffold8,63012752,60,x,x,x,x,x,x,x,x,x,x,x
consensus_12216,SA12,42.55,16,PGA,scaffold8,65380855,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33333,SA12,42.55,16,PGA,scaffold8,65342803,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35919,SA12,42.88,0,PGA,scaffold8,62942997,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39557,SA12,42.88,16,PGA,scaffold8,60563108,60,x,x,x,x,x,x,x,x,x,x,x
consensus_45439,SA12,43.2,16,PGA,scaffold8,65648768,60,x,x,x,x,x,x,x,x,x,x,x
consensus_57784,SA12,43.2,0,PGA,scaffold8,65673504,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28937,SA12,43.2,16,PGA,scaffold8,66027756,60,x,x,x,x,x,x,x,x,x,x,x
consensus_57676,SA12,43.53,16,PGA,scaffold8,55423007,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37423,SA12,43.53,16,PGA,scaffold8,24941287,60,x,x,x,x,x,x,x,x,x,x,x
consensus_11228,SA12,44.18,16,PGA,scaffold8,47753684,60,x,x,x,x,x,x,x,x,x,x,x
consensus_48886,SA12,44.18,16,PGA,scaffold8,45841005,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46527,SA12,44.18,16,PGA,scaffold8,12845682,45,x,x,x,x,x,x,x,x,x,x,x
consensus_44610,SA12,45.49,16,PGA,scaffold8,28373558,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15020,SA12,46.14,16,PGA,scaffold8,46178061,60,x,x,x,x,x,x,x,x,x,x,x
consensus_58521,SA12,48.79,16,PGA,scaffold8,60385128,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1108,SA12,48.79,0,PGA,scaffold8,58557150,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15393,SA12,48.79,0,PGA,scaffold8,53727063,60,x,x,x,x,x,x,x,x,x,x,x
consensus_12521,SA12,49.78,0,PGA,scaffold8,59528855,60,x,x,x,x,x,x,x,x,x,x,x
consensus_65177,SA12,51.09,16,PGA,scaffold8,40666101,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31077,SA13,9.06,16,PGA,scaffold25,11191258,60,x,x,x,x,x,x,x,x,x,x,x
consensus_53374,SA13,9.72,0,PGA,scaffold29,50372196,60,x,x,x,x,x,x,x,x,x,x,x
consensus_16725,SA13,10.04,16,PGA,scaffold29,50461022,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56154,SA13,10.04,0,PGA,scaffold29,50513137,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30805,SA13,10.37,0,PGA,scaffold33,18961499,57,x,x,x,x,x,x,x,x,x,x,x
consensus_39035,SA13,11.35,16,PGA,scaffold25,10028595,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44878,SA13,15.38,16,PGA,scaffold25,8393632,60,x,x,x,x,x,x,x,x,x,x,x
consensus_72172,SA13,16.36,0,PGA,scaffold25,9195610,60,x,x,x,x,x,x,x,x,x,x,x
consensus_25803,SA13,17.35,16,PGA,scaffold25,8840204,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37002,SA13,17.67,0,PGA,scaffold25,8729936,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31389,SA13,18,16,PGA,scaffold25,9056495,45,x,x,x,x,x,x,x,x,x,x,x
consensus_33991,SA13,18,0,PGA,scaffold25,8911807,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17473,SA13,19.31,16,PGA,scaffold17,10367204,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38606,SA13,19.31,16,PGA,scaffold17,10390925,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2357,SA13,19.64,16,PGA,scaffold25,12375542,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1109,SA13,20.29,0,PGA,scaffold25,12532833,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44981,SA13,20.62,16,PGA,scaffold25,12658689,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35382,SA13,21.93,0,PGA,scaffold25,12638674,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3085,SA13,21.93,16,PGA,scaffold25,11847856,45,x,x,x,x,x,x,x,x,x,x,x
consensus_1152,SA13,21.93,16,PGA,scaffold25,14961646,54,x,x,x,x,x,x,x,x,x,x,x
consensus_36364,SA13,22.26,0,PGA,scaffold25,6374734,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35718,SA13,22.26,16,PGA,scaffold25,9434064,60,x,x,x,x,x,x,x,x,x,x,x
consensus_59084,SA13,22.59,0,PGA,scaffold25,8225235,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50724,SA13,22.59,16,PGA,scaffold25,10119740,60,x,x,x,x,x,x,x,x,x,x,x
consensus_66710,SA13,22.59,16,PGA,scaffold25,13553883,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42200,SA13,22.59,0,PGA,scaffold25,19272927,60,x,x,x,x,x,x,x,x,x,x,x
consensus_45621,SA13,22.59,16,PGA,scaffold25,11191344,60,x,x,x,x,x,x,x,x,x,x,x
consensus_49657,SA13,23.89,0,PGA,scaffold25,8753960,40,x,x,x,x,x,x,x,x,x,x,x
consensus_63266,SA13,23.89,0,PGA,scaffold5,28262246,60,x,x,x,x,x,x,x,x,x,x,x
consensus_791,SA13,24.22,0,PGA,scaffold25,37113257,60,x,x,x,x,x,x,x,x,x,x,x
consensus_59991,SA13,24.54,16,PGA,scaffold25,43620441,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40000,SA13,24.87,0,PGA,scaffold5,34417924,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47840,SA13,25.19,16,PGA,scaffold5,50430533,59,x,x,x,x,x,x,x,x,x,x,x
consensus_51158,SA13,25.19,16,PGA,scaffold5,23853037,31,x,x,x,x,x,x,x,x,x,x,x
consensus_27260,SA13,25.52,16,PGA,scaffold25,42557244,60,x,x,x,x,x,x,x,x,x,x,x
consensus_55024,SA13,25.52,16,PGA,scaffold25,35459300,60,x,x,x,x,x,x,x,x,x,x,x
consensus_6725,SA13,25.84,0,PGA,scaffold25,14961732,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39213,SA13,26.5,16,PGA,scaffold25,2135402,54,x,x,x,x,x,x,x,x,x,x,x
consensus_42979,SA13,26.82,16,PGA,scaffold25,30167891,60,x,x,x,x,x,x,x,x,x,x,x
consensus_16473,SA13,26.82,16,PGA,scaffold5,65468910,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36128,SA13,27.15,16,PGA,scaffold25,30051041,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27052,SA13,28.13,16,PGA,scaffold5,37582060,60,x,x,x,x,x,x,x,x,x,x,x
consensus_6487,SA13,28.13,16,PGA,scaffold25,37770492,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29398,SA13,28.45,16,PGA,scaffold25,34398658,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4536,SA13,28.45,16,PGA,scaffold25,31129513,60,x,x,x,x,x,x,x,x,x,x,x
consensus_7817,SA13,28.78,0,PGA,scaffold25,17442047,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39912,SA13,28.78,16,PGA,scaffold25,30544034,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4981,SA13,28.78,0,PGA,scaffold5,86470741,60,x,x,x,x,x,x,x,x,x,x,x
consensus_63679,SA13,28.78,0,PGA,scaffold25,30913356,40,x,x,x,x,x,x,x,x,x,x,x
consensus_7687,SA13,29.1,0,PGA,scaffold25,33523876,45,x,x,x,x,x,x,x,x,x,x,x
consensus_11053,SA13,30.09,0,PGA,scaffold5,58691890,60,x,x,x,x,x,x,x,x,x,x,x
consensus_58559,SA13,30.09,16,PGA,scaffold5,76515854,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47727,SA13,30.74,16,PGA,scaffold5,55700577,49,x,x,x,x,x,x,x,x,x,x,x
consensus_39387,SA13,30.74,16,PGA,scaffold25,42793146,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26072,SA13,30.74,0,PGA,scaffold25,1351884,60,x,x,x,x,x,x,x,x,x,x,x
consensus_52742,SA13,31.72,0,PGA,scaffold25,43703720,60,x,x,x,x,x,x,x,x,x,x,x
consensus_14160,SA13,31.72,0,PGA,scaffold25,1816293,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40060,SA13,32.04,16,PGA,scaffold5,49270507,43,x,x,x,x,x,x,x,x,x,x,x
consensus_30321,SA13,32.37,0,PGA,scaffold5,54024306,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33237,SA13,32.69,0,PGA,scaffold5,61418697,54,x,x,x,x,x,x,x,x,x,x,x
consensus_26520,SA13,32.69,16,PGA,scaffold5,53012159,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19236,SA13,33.35,0,PGA,scaffold5,10612528,60,x,x,x,x,x,x,x,x,x,x,x
consensus_14787,SA13,33.67,16,PGA,scaffold5,5308208,49,x,x,x,x,x,x,x,x,x,x,x
consensus_1744,SA13,34.33,0,PGA,scaffold5,10612442,56,x,x,x,x,x,x,x,x,x,x,x
consensus_27519,SA13,35.63,0,PGA,scaffold5,10799027,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43963,SA13,40.88,16,PGA,scaffold5,43419002,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29799,SA13,40.88,0,PGA,scaffold5,41625713,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39631,SA13,45.22,16,PGA,scaffold25,39112251,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43664,SA13,45.87,16,PGA,scaffold5,85457640,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32141,SA13,51,0,PGA,scaffold5,34381261,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17440,SA13,62.12,0,PGA,scaffold25,39161569,60,x,x,x,x,x,x,x,x,x,x,x
consensus_58491,SA13,62.44,16,PGA,scaffold5,17861051,60,x,x,x,x,x,x,x,x,x,x,x
consensus_45559,SA13,62.77,16,PGA,scaffold25,36188931,60,x,x,x,x,x,x,x,x,x,x,x
consensus_22998,SA13,63.1,16,PGA,scaffold25,28005449,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50497,SA13,64.07,16,PGA,scaffold25,37943623,60,x,x,x,x,x,x,x,x,x,x,x
consensus_18813,SA13,64.73,16,PGA,scaffold25,35420008,60,x,x,x,x,x,x,x,x,x,x,x
consensus_18645,SA13,65.05,0,PGA,scaffold25,27821056,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8007,SA13,65.05,16,PGA,scaffold25,35173593,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15692,SA13,65.38,16,PGA,scaffold5,58565356,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33013,SA13,65.38,16,PGA,scaffold5,36977684,60,x,x,x,x,x,x,x,x,x,x,x
consensus_9682,SA14,0,0,PGA,scaffold26,23300808,60,x,x,x,x,x,x,x,x,x,x,x
consensus_5571,SA14,1.32,16,PGA,scaffold26,20360817,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41834,SA14,1.64,0,PGA,scaffold26,9351699,60,x,x,x,x,x,x,x,x,x,x,x
consensus_22573,SA14,2.3,16,PGA,scaffold26,19552247,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26205,SA14,2.3,0,PGA,scaffold26,2751895,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28372,SA14,2.3,0,PGA,scaffold26,13179636,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3980,SA14,2.62,0,PGA,scaffold26,2328894,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35456,SA14,3.94,16,PGA,scaffold26,11304272,60,x,x,x,x,x,x,x,x,x,x,x
consensus_59979,SA14,3.94,0,PGA,scaffold26,11264963,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29379,SA14,4.26,0,PGA,scaffold26,10929474,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38469,SA14,5.91,0,PGA,scaffold26,13397481,60,x,x,x,x,x,x,x,x,x,x,x
consensus_24427,SA14,6.24,16,PGA,scaffold26,4396421,60,x,x,x,x,x,x,x,x,x,x,x
consensus_7170,SA14,6.24,16,PGA,scaffold18,42261367,52,x,x,x,x,x,x,x,x,x,x,x
consensus_2316,SA14,6.24,16,PGA,scaffold26,14549780,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39514,SA14,6.24,16,PGA,scaffold26,11304186,60,x,x,x,x,x,x,x,x,x,x,x
consensus_24950,SA14,6.24,16,PGA,scaffold26,2891608,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19109,SA14,7.88,0,PGA,scaffold26,8283339,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15468,SA14,7.88,16,PGA,scaffold26,16524082,40,x,x,x,x,x,x,x,x,x,x,x
consensus_19995,SA14,7.88,0,PGA,scaffold26,16894322,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42144,SA14,7.88,16,PGA,scaffold26,4750760,38,x,x,x,x,x,x,x,x,x,x,x
consensus_34853,SA14,8.53,0,PGA,scaffold26,4877337,43,x,x,x,x,x,x,x,x,x,x,x
consensus_39765,SA14,9.19,16,PGA,scaffold26,4646760,59,x,x,x,x,x,x,x,x,x,x,x
consensus_59932,SA14,9.51,16,PGA,scaffold18,52897466,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3275,SA14,10.5,16,PGA,scaffold26,3483880,40,x,x,x,x,x,x,x,x,x,x,x
consensus_19165,SA14,12.15,16,PGA,scaffold26,5632637,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8227,SA14,12.8,0,PGA,scaffold18,47582066,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10384,SA14,24.29,0,PGA,scaffold26,8331285,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31720,SA14,30.65,16,PGA,scaffold26,10629830,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4684,SA14,30.65,0,PGA,scaffold26,10649771,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31992,SA14,30.65,0,PGA,scaffold26,10629744,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4452,SA14,30.65,0,PGA,scaffold26,11617092,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2925,SA14,30.98,16,PGA,scaffold26,11574351,60,x,x,x,x,x,x,x,x,x,x,x
consensus_66196,SA14,30.98,16,PGA,scaffold26,12622496,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15961,SA14,30.98,0,PGA,scaffold26,13031309,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34710,SA14,31.3,0,PGA,scaffold26,38539200,60,x,x,x,x,x,x,x,x,x,x,x
consensus_11277,SA14,31.3,16,PGA,scaffold26,16493973,60,x,x,x,x,x,x,x,x,x,x,x
consensus_68323,SA14,31.3,16,PGA,scaffold26,9894494,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1389,SA14,31.3,0,PGA,scaffold26,13963936,60,x,x,x,x,x,x,x,x,x,x,x
consensus_68103,SA14,31.63,0,PGA,scaffold26,47774367,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19574,SA14,31.63,0,PGA,scaffold26,12871985,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26930,SA14,31.63,16,PGA,scaffold26,14398190,60,x,x,x,x,x,x,x,x,x,x,x
consensus_6901,SA14,31.63,0,PGA,scaffold26,7990547,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4368,SA14,31.63,0,PGA,scaffold26,6289622,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8621,SA14,31.63,16,PGA,scaffold26,12706553,56,x,x,x,x,x,x,x,x,x,x,x
consensus_32752,SA14,31.63,0,PGA,scaffold26,15819181,60,x,x,x,x,x,x,x,x,x,x,x
consensus_68871,SA14,31.95,16,PGA,scaffold26,20417183,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3568,SA14,31.95,16,PGA,scaffold26,28902062,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42963,SA14,31.95,0,PGA,scaffold26,19329792,60,x,x,x,x,x,x,x,x,x,x,x
consensus_9156,SA14,31.95,0,PGA,scaffold26,47615585,59,x,x,x,x,x,x,x,x,x,x,x
consensus_6603,SA14,32.28,16,PGA,scaffold26,7279002,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41456,SA14,32.28,0,PGA,scaffold26,19329706,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1527,SA14,32.93,16,PGA,scaffold26,19289814,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17434,SA14,32.93,0,PGA,scaffold26,7990459,60,x,x,x,x,x,x,x,x,x,x,x
consensus_7270,SA14,34.25,16,PGA,scaffold26,20622904,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36877,SA14,34.25,0,PGA,scaffold26,36801082,60,x,x,x,x,x,x,x,x,x,x,x
consensus_57564,SA14,34.25,16,PGA,scaffold26,20670167,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32026,SA14,34.25,16,PGA,scaffold26,38236510,60,x,x,x,x,x,x,x,x,x,x,x
consensus_5009,SA14,34.25,16,PGA,scaffold26,36797258,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19979,SA14,34.58,16,PGA,scaffold26,20683771,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38489,SA14,35.23,0,PGA,scaffold26,24721628,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27470,SA14,35.23,16,PGA,scaffold26,25747587,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15147,SA14,35.56,0,PGA,scaffold26,22550052,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32751,SA14,35.56,0,PGA,scaffold26,16807877,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39532,SA14,35.56,0,PGA,scaffold26,24990316,60,x,x,x,x,x,x,x,x,x,x,x
consensus_49902,SA14,35.56,0,PGA,scaffold26,26234782,60,x,x,x,x,x,x,x,x,x,x,x
consensus_5727,SA14,37.53,16,PGA,scaffold26,29283814,59,x,x,x,x,x,x,x,x,x,x,x
consensus_27199,SA14,37.86,0,PGA,scaffold26,29633907,38,x,x,x,x,x,x,x,x,x,x,x
consensus_44263,SA14,38.84,16,PGA,scaffold26,30578756,60,x,x,x,x,x,x,x,x,x,x,x
consensus_941,SA14,39.82,16,PGA,scaffold26,34501334,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36705,SA14,40.14,16,PGA,scaffold26,33976847,41,x,x,x,x,x,x,x,x,x,x,x
consensus_13491,SA14,40.79,16,PGA,scaffold26,36068741,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1495,SA14,41.12,0,PGA,scaffold26,19631459,60,x,x,x,x,x,x,x,x,x,x,x
